Start word,Number of won games,Total games,Percentage of won games,Average number of rounds
check,2299,2314,99.35,3.92
exile,2299,2314,99.35,3.92
woody,2299,2314,99.35,3.92
guava,2299,2314,99.35,3.93
known,2299,2314,99.35,3.93
pixie,2299,2314,99.35,3.93
tooth,2299,2314,99.35,3.94
booze,2299,2314,99.35,3.97
minim,2299,2314,99.35,3.97
magma,2299,2314,99.35,4.01
femme,2299,2314,99.35,4.02
civic,2299,2314,99.35,4.05
drone,2298,2314,99.31,3.58
clear,2298,2314,99.31,3.59
grant,2298,2314,99.31,3.59
arise,2298,2314,99.31,3.60
angel,2298,2314,99.31,3.61
nadir,2298,2314,99.31,3.62
shine,2298,2314,99.31,3.62
forte,2298,2314,99.31,3.63
lager,2298,2314,99.31,3.63
metro,2298,2314,99.31,3.63
reign,2298,2314,99.31,3.63
shear,2298,2314,99.31,3.63
louse,2298,2314,99.31,3.64
cigar,2298,2314,99.31,3.65
feral,2298,2314,99.31,3.65
after,2298,2314,99.31,3.66
broad,2298,2314,99.31,3.66
gleam,2298,2314,99.31,3.66
guest,2298,2314,99.31,3.66
relay,2298,2314,99.31,3.66
roach,2298,2314,99.31,3.66
sting,2298,2314,99.31,3.66
unite,2298,2314,99.31,3.66
untie,2298,2314,99.31,3.66
afire,2298,2314,99.31,3.67
right,2298,2314,99.31,3.68
terse,2298,2314,99.31,3.68
turbo,2298,2314,99.31,3.68
brake,2298,2314,99.31,3.69
fraud,2298,2314,99.31,3.69
mouse,2298,2314,99.31,3.69
piety,2298,2314,99.31,3.69
rogue,2298,2314,99.31,3.69
rouge,2298,2314,99.31,3.69
token,2298,2314,99.31,3.69
abuse,2298,2314,99.31,3.70
forty,2298,2314,99.31,3.70
irony,2298,2314,99.31,3.70
trait,2298,2314,99.31,3.70
curve,2298,2314,99.31,3.71
night,2298,2314,99.31,3.71
shady,2298,2314,99.31,3.71
usher,2298,2314,99.31,3.71
wheat,2298,2314,99.31,3.71
cagey,2298,2314,99.31,3.72
study,2298,2314,99.31,3.72
unfed,2298,2314,99.31,3.72
using,2298,2314,99.31,3.72
altar,2298,2314,99.31,3.73
femur,2298,2314,99.31,3.73
maker,2298,2314,99.31,3.73
tiara,2298,2314,99.31,3.73
easel,2298,2314,99.31,3.74
maybe,2298,2314,99.31,3.74
spree,2298,2314,99.31,3.74
state,2298,2314,99.31,3.74
torso,2298,2314,99.31,3.74
drool,2298,2314,99.31,3.75
given,2298,2314,99.31,3.75
relax,2298,2314,99.31,3.75
steer,2298,2314,99.31,3.75
beset,2298,2314,99.31,3.76
savoy,2298,2314,99.31,3.76
wight,2298,2314,99.31,3.76
canon,2298,2314,99.31,3.77
honor,2298,2314,99.31,3.77
leper,2298,2314,99.31,3.77
piper,2298,2314,99.31,3.77
shaky,2298,2314,99.31,3.77
sheen,2298,2314,99.31,3.77
tutor,2298,2314,99.31,3.77
robot,2298,2314,99.31,3.78
sauna,2298,2314,99.31,3.78
shell,2298,2314,99.31,3.78
waver,2298,2314,99.31,3.78
abase,2298,2314,99.31,3.79
briar,2298,2314,99.31,3.79
deuce,2298,2314,99.31,3.79
exult,2298,2314,99.31,3.79
flaky,2298,2314,99.31,3.79
fleet,2298,2314,99.31,3.79
masse,2298,2314,99.31,3.79
ruler,2298,2314,99.31,3.79
harsh,2298,2314,99.31,3.80
heath,2298,2314,99.31,3.80
siege,2298,2314,99.31,3.80
tasty,2298,2314,99.31,3.80
vouch,2298,2314,99.31,3.80
crazy,2298,2314,99.31,3.81
hello,2298,2314,99.31,3.81
index,2298,2314,99.31,3.81
junta,2298,2314,99.31,3.81
ninth,2298,2314,99.31,3.81
fella,2298,2314,99.31,3.82
gross,2298,2314,99.31,3.82
squad,2298,2314,99.31,3.82
vying,2298,2314,99.31,3.82
arrow,2298,2314,99.31,3.83
nerve,2298,2314,99.31,3.83
newer,2298,2314,99.31,3.83
parka,2298,2314,99.31,3.84
chess,2298,2314,99.31,3.85
guess,2298,2314,99.31,3.85
nylon,2298,2314,99.31,3.85
waxen,2298,2314,99.31,3.85
dryly,2298,2314,99.31,3.86
valve,2298,2314,99.31,3.86
bevel,2298,2314,99.31,3.87
cynic,2298,2314,99.31,3.87
mossy,2298,2314,99.31,3.87
nutty,2298,2314,99.31,3.87
tabby,2298,2314,99.31,3.87
furry,2298,2314,99.31,3.88
aback,2298,2314,99.31,3.89
cubic,2298,2314,99.31,3.89
gruff,2298,2314,99.31,3.89
soggy,2298,2314,99.31,3.89
sushi,2298,2314,99.31,3.89
cabby,2298,2314,99.31,3.90
quack,2298,2314,99.31,3.90
wryly,2298,2314,99.31,3.90
fugue,2298,2314,99.31,3.91
savvy,2298,2314,99.31,3.91
weave,2298,2314,99.31,3.91
eject,2298,2314,99.31,3.92
beefy,2298,2314,99.31,3.93
foggy,2298,2314,99.31,3.94
quill,2298,2314,99.31,3.94
kinky,2298,2314,99.31,3.95
gamma,2298,2314,99.31,3.99
jetty,2298,2314,99.31,3.99
great,2297,2314,99.27,3.60
saute,2297,2314,99.27,3.60
suite,2297,2314,99.27,3.60
arose,2297,2314,99.27,3.61
angle,2297,2314,99.27,3.62
anode,2297,2314,99.27,3.63
beard,2297,2314,99.27,3.63
flare,2297,2314,99.27,3.63
farce,2297,2314,99.27,3.64
shore,2297,2314,99.27,3.64
stage,2297,2314,99.27,3.64
agent,2297,2314,99.27,3.65
audit,2297,2314,99.27,3.65
cargo,2297,2314,99.27,3.65
dirge,2297,2314,99.27,3.65
organ,2297,2314,99.27,3.65
bluer,2297,2314,99.27,3.66
drake,2297,2314,99.27,3.66
haute,2297,2314,99.27,3.66
surge,2297,2314,99.27,3.66
dairy,2297,2314,99.27,3.67
deign,2297,2314,99.27,3.67
today,2297,2314,99.27,3.67
gourd,2297,2314,99.27,3.68
house,2297,2314,99.27,3.68
ingot,2297,2314,99.27,3.68
purge,2297,2314,99.27,3.68
mercy,2297,2314,99.27,3.69
steak,2297,2314,99.27,3.69
suing,2297,2314,99.27,3.69
voter,2297,2314,99.27,3.69
aunty,2297,2314,99.27,3.70
badge,2297,2314,99.27,3.70
poker,2297,2314,99.27,3.70
sleet,2297,2314,99.27,3.70
cover,2297,2314,99.27,3.71
feign,2297,2314,99.27,3.71
neigh,2297,2314,99.27,3.71
nudge,2297,2314,99.27,3.71
tough,2297,2314,99.27,3.71
usage,2297,2314,99.27,3.71
apart,2297,2314,99.27,3.72
roost,2297,2314,99.27,3.72
unity,2297,2314,99.27,3.72
baker,2297,2314,99.27,3.73
taste,2297,2314,99.27,3.73
beret,2297,2314,99.27,3.74
drier,2297,2314,99.27,3.75
noose,2297,2314,99.27,3.75
ovine,2297,2314,99.27,3.75
rhyme,2297,2314,99.27,3.75
vigor,2297,2314,99.27,3.75
droll,2297,2314,99.27,3.76
fudge,2297,2314,99.27,3.76
tweak,2297,2314,99.27,3.76
eking,2297,2314,99.27,3.77
ester,2297,2314,99.27,3.77
armor,2297,2314,99.27,3.78
fungi,2297,2314,99.27,3.78
genie,2297,2314,99.27,3.78
liege,2297,2314,99.27,3.78
rodeo,2297,2314,99.27,3.78
rural,2297,2314,99.27,3.78
totem,2297,2314,99.27,3.78
covey,2297,2314,99.27,3.79
dress,2297,2314,99.27,3.79
legal,2297,2314,99.27,3.79
major,2297,2314,99.27,3.79
ruder,2297,2314,99.27,3.79
shoot,2297,2314,99.27,3.79
tithe,2297,2314,99.27,3.79
edify,2297,2314,99.27,3.80
freed,2297,2314,99.27,3.80
sleek,2297,2314,99.27,3.80
digit,2297,2314,99.27,3.81
quail,2297,2314,99.27,3.81
sewer,2297,2314,99.27,3.81
etude,2297,2314,99.27,3.82
sooty,2297,2314,99.27,3.82
occur,2297,2314,99.27,3.83
outdo,2297,2314,99.27,3.83
tweed,2297,2314,99.27,3.83
zesty,2297,2314,99.27,3.83
igloo,2297,2314,99.27,3.84
crack,2297,2314,99.27,3.85
forgo,2297,2314,99.27,3.85
hedge,2297,2314,99.27,3.85
teddy,2297,2314,99.27,3.85
wheel,2297,2314,99.27,3.85
cluck,2297,2314,99.27,3.87
couch,2297,2314,99.27,3.87
kneed,2297,2314,99.27,3.87
vigil,2297,2314,99.27,3.87
cheek,2297,2314,99.27,3.89
piggy,2297,2314,99.27,3.90
shyly,2297,2314,99.27,3.90
witty,2297,2314,99.27,3.90
geeky,2297,2314,99.27,3.95
maxim,2297,2314,99.27,3.99
vivid,2297,2314,99.27,4.05
mamma,2297,2314,99.27,4.13
irate,2296,2314,99.22,3.57
score,2296,2314,99.22,3.60
cedar,2296,2314,99.22,3.61
grade,2296,2314,99.22,3.62
chore,2296,2314,99.22,3.63
early,2296,2314,99.22,3.65
finer,2296,2314,99.22,3.65
bathe,2296,2314,99.22,3.66
payer,2296,2314,99.22,3.66
avert,2296,2314,99.22,3.67
carve,2296,2314,99.22,3.67
flora,2296,2314,99.22,3.67
other,2296,2314,99.22,3.67
infer,2296,2314,99.22,3.68
curio,2296,2314,99.22,3.69
doing,2296,2314,99.22,3.69
deter,2296,2314,99.22,3.73
duvet,2296,2314,99.22,3.73
foyer,2296,2314,99.22,3.73
peace,2296,2314,99.22,3.73
budge,2296,2314,99.22,3.74
eaten,2296,2314,99.22,3.74
hover,2296,2314,99.22,3.74
ought,2296,2314,99.22,3.74
three,2296,2314,99.22,3.74
drill,2296,2314,99.22,3.75
enter,2296,2314,99.22,3.75
there,2296,2314,99.22,3.75
dried,2296,2314,99.22,3.76
elder,2296,2314,99.22,3.76
exact,2296,2314,99.22,3.76
exist,2296,2314,99.22,3.76
taunt,2296,2314,99.22,3.76
jaunt,2296,2314,99.22,3.77
aroma,2296,2314,99.22,3.79
froze,2296,2314,99.22,3.80
idiot,2296,2314,99.22,3.80
parry,2296,2314,99.22,3.80
silly,2296,2314,99.22,3.80
sixty,2296,2314,99.22,3.80
ahead,2296,2314,99.22,3.81
ivory,2296,2314,99.22,3.81
odder,2296,2314,99.22,3.81
retry,2296,2314,99.22,3.81
segue,2296,2314,99.22,3.82
vogue,2296,2314,99.22,3.82
butte,2296,2314,99.22,3.83
curry,2296,2314,99.22,3.83
revel,2296,2314,99.22,3.83
sunny,2296,2314,99.22,3.83
never,2296,2314,99.22,3.84
staff,2296,2314,99.22,3.84
dodge,2296,2314,99.22,3.85
koala,2296,2314,99.22,3.85
evade,2296,2314,99.22,3.86
fewer,2296,2314,99.22,3.86
offer,2296,2314,99.22,3.86
petty,2296,2314,99.22,3.86
ruddy,2296,2314,99.22,3.86
tenet,2296,2314,99.22,3.87
epoxy,2296,2314,99.22,3.89
revue,2296,2314,99.22,3.89
seize,2296,2314,99.22,3.89
axial,2296,2314,99.22,3.90
radar,2296,2314,99.22,3.91
expel,2296,2314,99.22,3.92
ovoid,2296,2314,99.22,3.92
jewel,2296,2314,99.22,3.97
slyly,2296,2314,99.22,3.98
tatty,2296,2314,99.22,3.98
shush,2296,2314,99.22,4.01
boozy,2296,2314,99.22,4.02
jiffy,2296,2314,99.22,4.08
diner,2295,2314,99.18,3.59
goner,2295,2314,99.18,3.63
utile,2295,2314,99.18,3.63
intro,2295,2314,99.18,3.64
urine,2295,2314,99.18,3.65
gaunt,2295,2314,99.18,3.66
layer,2295,2314,99.18,3.66
lunge,2295,2314,99.18,3.67
abide,2295,2314,99.18,3.69
hinge,2295,2314,99.18,3.69
elate,2295,2314,99.18,3.70
stung,2295,2314,99.18,3.70
angry,2295,2314,99.18,3.71
guide,2295,2314,99.18,3.72
ovate,2295,2314,99.18,3.72
arena,2295,2314,99.18,3.75
corer,2295,2314,99.18,3.75
ardor,2295,2314,99.18,3.76
asset,2295,2314,99.18,3.76
erode,2295,2314,99.18,3.76
genre,2295,2314,99.18,3.76
parer,2295,2314,99.18,3.76
perky,2295,2314,99.18,3.76
dread,2295,2314,99.18,3.77
green,2295,2314,99.18,3.77
young,2295,2314,99.18,3.77
apnea,2295,2314,99.18,3.78
circa,2295,2314,99.18,3.78
puree,2295,2314,99.18,3.78
breed,2295,2314,99.18,3.79
order,2295,2314,99.18,3.79
purer,2295,2314,99.18,3.79
alley,2295,2314,99.18,3.80
awoke,2295,2314,99.18,3.80
boxer,2295,2314,99.18,3.80
friar,2295,2314,99.18,3.80
heavy,2295,2314,99.18,3.80
rumor,2295,2314,99.18,3.80
fixer,2295,2314,99.18,3.81
rigor,2295,2314,99.18,3.81
ember,2295,2314,99.18,3.83
equal,2295,2314,99.18,3.83
loyal,2295,2314,99.18,3.83
rower,2295,2314,99.18,3.83
undue,2295,2314,99.18,3.83
vodka,2295,2314,99.18,3.83
reedy,2295,2314,99.18,3.84
undid,2295,2314,99.18,3.84
fauna,2295,2314,99.18,3.85
happy,2295,2314,99.18,3.89
kiosk,2295,2314,99.18,3.89
awake,2295,2314,99.18,3.91
kebab,2295,2314,99.18,3.92
kitty,2295,2314,99.18,3.92
pizza,2295,2314,99.18,3.98
kappa,2295,2314,99.18,4.03
affix,2295,2314,99.18,4.04
booby,2295,2314,99.18,4.05
fizzy,2295,2314,99.18,4.08
glare,2294,2314,99.14,3.60
atone,2294,2314,99.14,3.61
grace,2294,2314,99.14,3.61
cider,2294,2314,99.14,3.62
debar,2294,2314,99.14,3.63
groan,2294,2314,99.14,3.63
guise,2294,2314,99.14,3.68
clerk,2294,2314,99.14,3.69
vaunt,2294,2314,99.14,3.70
fairy,2294,2314,99.14,3.71
lover,2294,2314,99.14,3.71
wager,2294,2314,99.14,3.72
audio,2294,2314,99.14,3.73
eying,2294,2314,99.14,3.75
eagle,2294,2314,99.14,3.76
glaze,2294,2314,99.14,3.76
racer,2294,2314,99.14,3.76
rider,2294,2314,99.14,3.76
abate,2294,2314,99.14,3.77
linen,2294,2314,99.14,3.77
rebar,2294,2314,99.14,3.77
vague,2294,2314,99.14,3.78
carry,2294,2314,99.14,3.80
inane,2294,2314,99.14,3.80
maize,2294,2314,99.14,3.80
merge,2294,2314,99.14,3.80
octet,2294,2314,99.14,3.80
leech,2294,2314,99.14,3.81
serve,2294,2314,99.14,3.82
verse,2294,2314,99.14,3.82
oxide,2294,2314,99.14,3.83
wooer,2294,2314,99.14,3.83
upper,2294,2314,99.14,3.84
harry,2294,2314,99.14,3.85
icing,2294,2314,99.14,3.85
needy,2294,2314,99.14,3.86
verge,2294,2314,99.14,3.87
tepee,2294,2314,99.14,3.90
widow,2294,2314,99.14,3.91
bezel,2294,2314,99.14,3.92
amaze,2294,2314,99.14,3.93
allay,2294,2314,99.14,3.96
cocoa,2294,2314,99.14,3.97
poppy,2294,2314,99.14,4.03
puppy,2294,2314,99.14,4.06
bobby,2294,2314,99.14,4.07
teary,2293,2314,99.09,3.61
adore,2293,2314,99.09,3.63
anger,2293,2314,99.09,3.64
outer,2293,2314,99.09,3.65
safer,2293,2314,99.09,3.66
taker,2293,2314,99.09,3.67
diary,2293,2314,99.09,3.68
gayer,2293,2314,99.09,3.70
weary,2293,2314,99.09,3.71
agony,2293,2314,99.09,3.72
erase,2293,2314,99.09,3.72
crier,2293,2314,99.09,3.73
surer,2293,2314,99.09,3.77
paper,2293,2314,99.09,3.78
ovary,2293,2314,99.09,3.79
arbor,2293,2314,99.09,3.80
quest,2293,2314,99.09,3.80
druid,2293,2314,99.09,3.81
alloy,2293,2314,99.09,3.82
borax,2293,2314,99.09,3.82
cache,2293,2314,99.09,3.82
annoy,2293,2314,99.09,3.83
aging,2293,2314,99.09,3.84
avian,2293,2314,99.09,3.85
lever,2293,2314,99.09,3.85
ennui,2293,2314,99.09,3.87
karma,2293,2314,99.09,3.87
gooey,2293,2314,99.09,3.88
jerky,2293,2314,99.09,3.91
razor,2293,2314,99.09,3.91
ozone,2293,2314,99.09,3.94
evoke,2293,2314,99.09,3.97
tweet,2293,2314,99.09,3.97
dizzy,2293,2314,99.09,4.02
mammy,2293,2314,99.09,4.04
woozy,2293,2314,99.09,4.05
mummy,2293,2314,99.09,4.06
fuzzy,2293,2314,99.09,4.09
grate,2292,2314,99.05,3.58
aider,2292,2314,99.05,3.61
argue,2292,2314,99.05,3.67
cyber,2292,2314,99.05,3.73
overt,2292,2314,99.05,3.73
flyer,2292,2314,99.05,3.74
scree,2292,2314,99.05,3.75
algae,2292,2314,99.05,3.76
axion,2292,2314,99.05,3.79
gazer,2292,2314,99.05,3.80
agape,2292,2314,99.05,3.81
defer,2292,2314,99.05,3.81
zebra,2292,2314,99.05,3.81
again,2292,2314,99.05,3.82
augur,2292,2314,99.05,3.83
aware,2292,2314,99.05,3.83
diode,2292,2314,99.05,3.83
furor,2292,2314,99.05,3.84
sever,2292,2314,99.05,3.84
vixen,2292,2314,99.05,3.87
quirk,2292,2314,99.05,3.88
fever,2292,2314,99.05,3.89
melee,2292,2314,99.05,3.90
sense,2292,2314,99.05,3.90
hussy,2292,2314,99.05,3.91
cacao,2292,2314,99.05,3.95
onion,2292,2314,99.05,3.96
ninja,2292,2314,99.05,3.97
nanny,2292,2314,99.05,3.98
sassy,2292,2314,99.05,3.99
sissy,2292,2314,99.05,4.01
aorta,2291,2314,99.01,3.72
retro,2291,2314,99.01,3.76
egret,2291,2314,99.01,3.77
sheer,2291,2314,99.01,3.77
agate,2291,2314,99.01,3.78
greed,2291,2314,99.01,3.78
squat,2291,2314,99.01,3.79
envoy,2291,2314,99.01,3.81
gorge,2291,2314,99.01,3.82
testy,2291,2314,99.01,3.82
agora,2291,2314,99.01,3.84
going,2291,2314,99.01,3.84
juice,2291,2314,99.01,3.84
outgo,2291,2314,99.01,3.86
gaffe,2291,2314,99.01,3.87
essay,2291,2314,99.01,3.88
heave,2291,2314,99.01,3.88
hurry,2291,2314,99.01,3.88
abbey,2291,2314,99.01,3.89
gouge,2291,2314,99.01,3.89
excel,2291,2314,99.01,3.90
khaki,2291,2314,99.01,3.95
level,2291,2314,99.01,3.99
terra,2290,2314,98.96,3.73
graze,2290,2314,98.96,3.76
otter,2290,2314,98.96,3.79
ether,2290,2314,98.96,3.80
quite,2290,2314,98.96,3.81
theta,2290,2314,98.96,3.81
quote,2290,2314,98.96,3.82
udder,2290,2314,98.96,3.83
gauze,2290,2314,98.96,3.84
joker,2290,2314,98.96,3.85
rover,2290,2314,98.96,3.85
enjoy,2290,2314,98.96,3.87
quake,2290,2314,98.96,3.90
quell,2290,2314,98.96,3.94
emcee,2290,2314,98.96,3.96
daddy,2290,2314,98.96,4.01
buyer,2289,2314,98.92,3.73
greet,2289,2314,98.92,3.74
cheer,2289,2314,98.92,3.78
extra,2289,2314,98.92,3.78
quart,2289,2314,98.92,3.79
roger,2289,2314,98.92,3.79
adage,2289,2314,98.92,3.82
dryer,2289,2314,98.92,3.83
quota,2289,2314,98.92,3.83
merry,2289,2314,98.92,3.84
berry,2289,2314,98.92,3.85
where,2289,2314,98.92,3.85
issue,2289,2314,98.92,3.86
exert,2289,2314,98.92,3.89
rotor,2289,2314,98.92,3.89
array,2289,2314,98.92,3.95
ninny,2289,2314,98.92,4.00
eater,2288,2314,98.88,3.74
judge,2288,2314,98.88,3.86
eerie,2288,2314,98.88,3.89
quark,2288,2314,98.88,3.90
freer,2288,2314,98.88,3.93
assay,2288,2314,98.88,3.99
jazzy,2288,2314,98.88,4.16
truer,2287,2314,98.83,3.74
inner,2287,2314,98.83,3.78
eager,2287,2314,98.83,3.80
quiet,2287,2314,98.83,3.80
payee,2287,2314,98.83,3.84
gauge,2287,2314,98.83,3.86
annex,2287,2314,98.83,3.92
geese,2287,2314,98.83,3.93
juror,2287,2314,98.83,3.94
teeth,2287,2314,98.83,3.94
refer,2287,2314,98.83,3.95
queen,2287,2314,98.83,3.96
verve,2287,2314,98.83,4.01
agree,2286,2314,98.79,3.79
utter,2286,2314,98.79,3.80
union,2286,2314,98.79,3.86
ferry,2286,2314,98.79,3.87
query,2286,2314,98.79,3.87
rarer,2286,2314,98.79,3.92
every,2286,2314,98.79,3.93
leery,2285,2314,98.75,3.82
kayak,2284,2314,98.70,4.10
azure,2282,2314,98.62,3.80
error,2282,2314,98.62,3.91
queer,2279,2314,98.49,3.95
queue,2270,2314,98.10,4.14
